Gene,Name,Cluster,AP1_S4,AP1_S6,AP3_S4,AP3_S6,AG_S4,AG_S6
AT1G35160,GRF4,Unknown,205.36,145.975,114.635,174.465,77.165,71.73
AT1G35183,AT1G35183,Unknown,0,0,0.45,0.895,0,0
AT1G35220,AT1G35220,Unknown,4.26,5.28,9.09,7.1,8.225,8.195
AT1G35290,ALT1,Unknown,2.775,1.32,2.775,1.285,14.855,7.055
AT1G35310,MLP168,Unknown,0,0,0,0,0.08,0.235
AT1G35460,FBH1,Unknown,28.6,33.415,17.925,27.4,11.875,14.67
AT1G35530,FANCM,Unknown,1.05,1.14,2.49,2.58,2.705,3.55
AT1G35560,TCP23,Unknown,4.47,3.635,5.555,5.955,3.18,2.91
AT1G35630,AT1G35630,Unknown,0,0,0,0.035,0.19,0.065
AT1G35680,RPL21C,Unknown,185.09,121.665,63.89,125.045,76.425,79.105
AT1G35710,AT1G35710,Unknown,0.965,1.84,2.305,2.03,3.25,4.955
AT1G35720,OXY5,Unknown,60.855,37.895,5.8,28.05,18.215,25.945
AT1G35730,PUM9,Unknown,0.49,0.065,0.885,1.195,0.25,0.42
AT1G36160,SFR3,Unknown,14.565,28.04,40.73,34.485,53.12,56.005
AT1G36180,ACC2,Unknown,0.445,1.05,1.46,1.07,3.555,4.06
AT1G36380,AT1G36380,Unknown,17.75,10.485,3.57,11.9,3.35,4.62
AT1G36675,AT1G36675,Unknown,0,0,0,0,0.04,0.385
AT1G36940,AT1G36940,Unknown,17.29,10.17,16.505,16.28,3.6,2.66
AT1G37130,NR2,Unknown,4.865,8.315,17.22,7.895,61.44,46.715
AT1G41830,SKS6,Unknown,13.53,17.155,7.25,5.98,20.285,22.27
AT1G41880,AT1G41880,Unknown,944.105,553.36,364.965,600.2,267.68,227.77
AT1G42440,AT1G42440,Unknown,8.53,10.35,11.89,13.615,20.2,20.4
AT1G42470,AT1G42470,Unknown,2.715,6.27,5.135,4.02,6.96,6.88
AT1G42960,AT1G42960,Unknown,154.4,105.27,80.57,105.21,57.755,61.34
AT1G42970,GAPB,Unknown,91.25,105.075,119.365,99.06,298.9,257.195
AT1G43310,AT1G43310,Unknown,3.9,0.78,5.8,9.57,8.455,14.085
AT1G43560,ty2,Unknown,30.66,21.345,12.065,20.36,15.375,13.425
AT1G43650,UMAMIT22,AP1,3.41,2.96,1.425,1.105,1.205,1.385
AT1G43700,VIP1,Unknown,73.43,122.97,104,90.44,40.435,45.75
AT1G43800,SAD6,Unknown,90.39,151.69,236.61,288.165,170.76,130.86
AT1G43910,AT1G43910,Unknown,24.915,22.435,3.59,5.67,16.705,17.77
AT1G44100,AAP5,Unknown,4.08,4.165,3.035,2.025,7.14,5.19
AT1G44120,CSI2,Unknown,0.585,0.635,1.21,1.23,1.26,1.18
AT1G44130,AT1G44130,Unknown,0,0.09,0.045,0.17,0.295,0.485
AT1G44180,AT1G44180,Unknown,1.23,1.58,0.98,0.835,0.41,0.565
AT1G44350,ILL6,AG,5.935,4.4,4.28,2.24,10.555,12.43
AT1G44575,PSBS,Unknown,286.53,312.7,281.185,202.55,473.95,492.97
AT1G44740,AT1G44740,Unknown,2.43,1.555,2.87,3.11,0.91,0.655
AT1G44760,AT1G44760,AP1_AP3,656.97,670.145,494.055,791.48,206.925,274.53
AT1G44790,AT1G44790,Unknown,15.58,11.28,8.675,11.275,20.44,16.19
AT1G44820,AT1G44820,Unknown,17.37,18.335,12.045,14.81,8.545,9.335
AT1G44900,MCM2,Unknown,12.75,12.93,22.765,25.39,29.59,27.265
AT1G44941,AT1G44941,Unknown,0,0,0,0.19,2.14,1.485
AT1G44970,AT1G44970,Unknown,0.565,0.17,2.56,0.185,0.18,0.205
AT1G45050,UBC15,Unknown,22.71,15.665,14.94,24.22,9.94,10.52
AT1G45145,TRX5,Unknown,357.16,260.545,24.16,87.14,23.48,39.795
AT1G45165,AT1G45165,Unknown,1.97,3.3,0,0,1.225,1.575
AT1G45180,AT1G45180,Unknown,4.165,4.35,4.525,4.78,9.655,8.35
AT1G45191,BGLU1,Unknown,1.165,1.335,0.55,1.11,3.7,4.475
AT1G45201,TLL1,Unknown,1.885,2.11,0.36,0.38,4.15,5.29
AT1G46480,WOX4,Unknown,8.41,5.745,1.635,2.75,6.415,6.96
AT1G47250,PAF2,Unknown,46.795,25.385,23.445,34.645,19.405,22.82
AT1G47410,AT1G47410,Unknown,3.6,5.81,7.22,5.425,10.12,8.805
AT1G47485,AT1G47485,Unknown,1.53,0.49,0,0.215,1.11,0.65
AT1G47530,AT1G47530,Unknown,49.99,85.685,162.73,73.535,145.17,132.215
AT1G47710,SERPIN1,Unknown,35.87,30.225,22.41,34.57,17.58,19.94
AT1G47830,AT1G47830,Unknown,67.24,43.05,20.435,40.8,17.48,19.275
AT1G47990,GA2OX4,AP3,11.21,10.025,18.535,11.035,6.695,5.04
AT1G48090,AT1G48090,Unknown,1.295,1.97,4.765,3.725,5.405,6.725
AT1G48100,AT1G48100,Unknown,67.715,50.67,55.025,106.725,42.235,66.51
AT1G48140,DPMS3,Unknown,36.755,20.285,16.515,17.575,11.15,12.405
AT1G48170,AT1G48170,Unknown,18.175,7.62,9.37,12.275,5.945,8.63
AT1G48180,AT1G48180,Unknown,0.18,0,11.135,24.57,4.88,7.59
AT1G48190,AT1G48190,Unknown,0,0,0,0.27,0,0
AT1G48200,AT1G48200,Unknown,34.5,20.66,11.305,19.36,13.63,10.605
AT1G48315,NA,Unknown,6.105,5.76,3.47,5.42,2.255,2.365
AT1G48320,DHNAT1,Unknown,27.27,26.575,12.63,22.24,6.66,6.275
AT1G48330,AT1G48330,Unknown,65.5,34.495,38.145,70.54,11.055,17.705
AT1G48360,AT1G48360,Unknown,3.25,4.68,6.095,5.59,9.655,7.775
AT1G48380,RHL1,Unknown,22.65,18.48,13.02,19.485,8.935,8.38
AT1G48410,ICU9,AP3,89.45,105.41,247.785,216.575,155.38,149.36
AT1G48520,GATB,Unknown,12.55,13.505,9.41,13.8,20.6,18.3
AT1G48598,CPuORF31,Unknown,5.295,4.995,6.765,4.76,9.44,10.02
AT1G48600,PMEAMT,Unknown,5.09,4.94,6.445,4.59,9,9.465
AT1G48650,AT1G48650,Unknown,4.755,6.94,11.605,9.945,13.835,15.04
AT1G48700,AT1G48700,Unknown,13.155,12.995,0.87,0.935,7.82,7.095
AT1G48740,AT1G48740,Unknown,4.97,6.61,10.925,6.775,8.565,9.595
AT1G48745,AT1G48745,AP1,4.16,3.39,1.195,1.67,0.89,1.865
AT1G48750,AT1G48750,AP1,1583.37,2349.54,629.28,425.545,509.515,608.97
AT1G48760,PAT4,AP1,37.745,54.305,21.72,16.065,16.275,19.12
AT1G48830,AT1G48830,Unknown,296.795,195.75,118.89,279.7,97.745,89.795
AT1G48920,PARL1,Unknown,185.78,218.615,236.14,280.61,433.29,363.36
AT1G49000,AT1G49000,Unknown,4.335,3.215,0.53,0.05,0.23,0.55
AT1G49032,AT1G49032,Unknown,1.24,0,4.465,6.555,1.285,1.205
AT1G49130,BBX17,Unknown,1.485,5.575,2.505,1.605,9.485,9.005
AT1G49300,RABG3E,Unknown,61.455,54.29,29.325,45.15,28.325,29.05
AT1G49340,ATPI4K-ALPHA,Unknown,3.67,6.215,10.055,7.87,11.145,11.995
AT1G49400,emb1129,Unknown,59.11,43.655,31.38,41.02,14.18,16.61
AT1G49450,AT1G49450,Unknown,11.77,11.325,5.435,10.845,8.745,9.735
AT1G49470,AT1G49470,Unknown,0.395,0.195,0.065,0.09,0.805,1.46
AT1G49480,RTV1,Unknown,88.695,86.545,54.845,79.38,31.65,37.24
AT1G49530,GGPS6,Unknown,0.865,1.72,3.555,5.41,3.99,3.7
AT1G49540,ELP2,Unknown,5.395,5.935,12.14,11.715,11.44,10.935
AT1G49580,AT1G49580,Unknown,16.075,17.675,32.825,25.06,24.055,23.625
AT1G49590,ZOP1,Unknown,33.745,23.49,18.6,33.255,13.685,13.1
AT1G49630,PREP2,Unknown,1.55,2.965,2.86,2.825,5.17,4.24
AT1G49700,AT1G49700,Unknown,3.32,1.37,0.09,0.465,1.155,1.01
AT1G49760,PABP8,Unknown,37.33,42.385,81.95,65.645,98.21,93.97
AT1G49820,MTK1,Unknown,21.38,16.97,10.075,16.795,9.26,11.285
AT1G49830,AT1G49830,Unknown,5.735,7.885,14.565,15.925,2.605,4.55
AT1G49850,AT1G49850,Unknown,24.36,16.425,13.775,18.795,5.945,10.38
AT1G49880,Erv1,Unknown,7.045,2.795,2.5,4.685,2.2,2.965
AT1G49930,AT1G49930,Unknown,0,0,0,0.17,0,0
AT1G49952,NA,Unknown,0.27,0.245,1.015,1.21,1.95,0.65
AT1G49990,AT1G49990,Unknown,0.82,0.99,0.345,0.465,1.355,1
AT1G50020,AT1G50020,Unknown,42.065,33.315,15.16,24.895,12.5,9.85
AT1G50030,TOR,Unknown,2.955,4.83,7.285,8.255,7.97,8.765
AT1G50040,AT1G50040,Unknown,2.01,1.175,1.48,2.65,2.97,3.51
AT1G50110,AT1G50110,Unknown,29.67,22.245,11.36,15.795,21.155,14.195
AT1G50180,AT1G50180,Unknown,0.05,0.12,0.48,0.54,0.735,0.365
AT1G50200,ALATS,Unknown,28.545,42.045,55.135,58.205,70.745,67.185
AT1G50240,FU,Unknown,4.405,4.585,8.275,6.9,9.93,10.12
AT1G50250,FTSH1,Unknown,24.17,34.63,37.43,27.34,49.94,59.245
AT1G50290,AT1G50290,Unknown,68.18,44.5,10.535,25.795,10.52,10.32
AT1G50300,TAF15,Unknown,20.46,23.5,37.1,28.265,61.54,51.14
AT1G50360,VIIIA,Unknown,1.98,3.595,4.27,3.53,5.905,6.08
AT1G50400,AT1G50400,AP1_AP3,3.125,0.61,3.42,5.65,1.39,0.255
AT1G50450,AT1G50450,Unknown,11.2,12.98,16.195,16.17,27.115,22.485
AT1G50460,HKL1,Unknown,15.665,24.56,24.135,23.13,35.165,28.125
AT1G50520,CYP705A27,Unknown,0.145,0,0,0.06,0.205,0.195
AT1G50570,AT1G50570,Unknown,42.47,37.05,28.035,48.78,15.435,19.255
AT1G50600,SCL5,Unknown,22.325,26.335,18.63,33.54,13.675,15.73
AT1G50630,AT1G50630,Unknown,4.205,2.175,0.495,1,1.2,1.345
AT1G50750,AT1G50750,Unknown,1.305,2.07,7.525,9.51,4.64,2.905
AT1G50940,ETFALPHA,Unknown,21,24.14,18.93,20.805,9.785,10.64
AT1G50970,AT1G50970,Unknown,0.9,1.085,1.84,1.725,2.12,1.885
AT1G51070,bHLH115,Unknown,146.3,117.09,63.36,72.52,45.525,51.565
AT1G51090,AT1G51090,Unknown,3.585,5.88,1.81,2.53,3.41,3.635
AT1G51140,FBH3,Unknown,48.435,50.525,30.895,44.2,18.445,31.47
AT1G51160,AT1G51160,Unknown,74,55.565,40.17,45.625,36.245,36.63
AT1G51340,AT1G51340,Unknown,0.635,0.305,0.295,0.27,0.995,1.08
AT1G51360,DABB1,Unknown,5.63,5.335,4.125,6.205,2.92,2.42
AT1G51420,SPP1,Unknown,0.05,0,0,0,0.195,0.17
AT1G51460,ABCG13,Unknown,16.165,27.215,53,36.575,36.755,27.59
AT1G51670,AT1G51670,Unknown,6.745,5.7,6.145,11.62,3.205,4.53
AT1G51680,AT4CL1,AG,10.335,6.735,6.105,5.12,18.505,20.395
AT1G51790,AT1G51790,Unknown,0.04,0.04,0.175,0.025,0.12,0.295
AT1G51805,AT1G51805,Unknown,0.96,1.895,0.48,0.905,1.84,3.51
AT1G51830,AT1G51830,Unknown,0,0,0,0,0.145,0.02
AT1G51890,AT1G51890,Unknown,0.125,0.04,0.085,0.055,0.16,0.315
AT1G52000,AT1G52000,Unknown,5.75,18.13,17.545,8.54,95.38,128.23
AT1G52030,MBP2,Unknown,39.95,35.07,61.525,29.565,134.845,189.385
AT1G52040,MBP1,Unknown,24.54,26.795,20.43,11.87,238.02,252.625
AT1G52150,ICU4,Unknown,10.915,13.725,14.535,14.47,23.905,24.715
AT1G52155,AT1G52155,Unknown,5.485,2.31,1.705,2.545,1.315,1.765
AT1G52190,NRT1.11,Unknown,30.195,23.525,36.05,38.66,16.845,28.805
AT1G52220,CURT1C,Unknown,122.265,92.64,27.9,70.975,29.43,44.59
AT1G52230,PSI-H,Unknown,309.09,311.35,113.975,216.41,77.92,92.9
AT1G52330,AT1G52330,AP1_AP3,1.42,0.615,1.445,2.005,0.4,0.17
AT1G52342,AT1G52342,AG,3.595,5.045,4.14,2.92,8.505,7.34
AT1G52400,BGLU18,Unknown,141.705,101.605,48.155,23.88,512.44,775.08
AT1G52410,TSA1,Unknown,10.77,8.825,7.165,5.05,31.35,45.07
AT1G52565,AT1G52565,AP1,9.805,10.055,2.925,6.69,3.135,4.305
AT1G52570,PLDALPHA2,Unknown,0.375,1.085,2.37,1.165,2.695,1.695
AT1G52590,AT1G52590,Unknown,20.66,16.095,6.35,11.48,17.4,17.165
AT1G52618,AT1G52618,Unknown,38.445,31.68,0.995,0.46,23.37,22.395
AT1G52620,AT1G52620,Unknown,1.09,2.005,1.365,2.085,2.545,3.145
AT1G52700,AT1G52700,Unknown,6.05,7.235,2.88,2.11,5.615,3.71
AT1G52770,AT1G52770,Unknown,3.235,1.335,0.31,0.83,3.985,3.765
AT1G52855,AT1G52855,Unknown,4.17,5.545,1.9,1.975,0.535,1.945
AT1G52870,AT1G52870,Unknown,12.2,23.795,15.94,12.08,41.125,24.6
AT1G52880,NARS2,AP1,7.535,7.14,2.765,3.03,3.285,3.77
AT1G52890,NAC019,Unknown,37.965,32.785,13.585,16.93,21.035,17.63
AT1G52980,Nug2,Unknown,34.97,43.555,52.73,48.21,71.99,63.43
AT1G52990,AT1G52990,Unknown,3.71,9.2,1.025,1.635,0.13,0.51
AT1G53030,AT1G53030,Unknown,15.76,5.94,1.15,8.715,4.685,5.445
AT1G53070,AT1G53070,Unknown,67.66,58.43,25.81,40.875,32.745,51.805
AT1G53100,AT1G53100,Unknown,0,0,0,0,0.445,0.425
AT1G53160,SPL4,Unknown,386.285,359.39,226.505,289.185,129.32,144.5
AT1G53163,AT1G53163,Unknown,0.115,0.105,0.255,0.3,1.02,0.445
AT1G53170,ERF8,AP3,56.7,56.995,107.685,96.67,34.495,47.505
AT1G53180,AT1G53180,AP1_AP3,3.125,2.08,4.225,5.75,0.99,0.89
AT1G53210,NCL,Unknown,74.525,119.83,109.275,92.015,60.505,53.185
AT1G53230,TCP3,AG,2.43,4.015,3.66,2.77,10.495,8.595
AT1G53233,NA,Unknown,1.66,3,2.815,1.55,8.54,6.915
AT1G53260,AT1G53260,Unknown,0.57,0.395,0,0.07,2.135,1.17
AT1G53380,AT1G53380,Unknown,36.155,32.63,23.625,41.205,15.85,18.97
AT1G53400,AT1G53400,Unknown,49.72,33.665,21.88,44.365,10.92,14.355
AT1G53480,MRD1,Unknown,8.71,6.795,0.04,0.05,6.845,5.505
AT1G53490,HEI10,Unknown,9.505,9.915,5.94,3.925,10.135,8.73
AT1G53510,MPK18,Unknown,15.595,16.63,31.905,18.985,24.535,26.765
AT1G53580,GLY3,Unknown,63.365,65.77,24.265,32.63,10.235,12.46
AT1G53670,MSRB1,Unknown,37.69,37.365,26.54,25.115,17.225,20.315
AT1G53700,WAG1,Unknown,4.33,3.59,7.87,6.505,6.66,7.7
AT1G53720,CYP59,Unknown,12.54,11.87,15.435,14.225,25.285,21.695
AT1G53785,AT1G53785,Unknown,1.695,3.975,11.535,6.935,10.035,9.685
AT1G53850,PAE1,Unknown,111.335,69.955,72.095,103.82,50.875,50.885
AT1G53887,AT1G53887,Unknown,0,0,0.12,0.39,0,0.265
AT1G53910,RAP2.12,Unknown,453.81,543.215,309.845,521.425,143.925,212.23
AT1G53970,AT1G53970,Unknown,0.47,0.74,0,0,0,0.2
AT1G54000,GLL22,Unknown,7.37,7.775,1.965,1.655,9.16,10.01
AT1G54020,AT1G54020,Unknown,1.905,2.03,3.92,2.175,25.05,23.5
AT1G54040,TASTY,Unknown,3385.61,7122.19,3025.495,1377.44,7527.905,7712.165
AT1G54180,BRX-LIKE3,Unknown,9.435,8.245,17.055,9.59,13.68,16.62
AT1G54210,ATG12A,Unknown,14.93,10.945,3.615,10.355,2.28,3.28
AT1G54250,NRPE8A,Unknown,28.415,19.25,16.53,23.705,11.67,12.125
AT1G54280,AT1G54280,Unknown,0,0,0,0.045,0.08,0.035
AT1G54290,AT1G54290,Unknown,29.895,28.725,11.25,17.675,7.54,8.91
AT1G54330,NAC020,Unknown,1.3,0.095,0.24,0.335,1.025,1.325
AT1G54410,HIRD11,Unknown,2486.665,3136.9,1024.635,1070.45,1955.315,2112.355
AT1G54510,NEK1,Unknown,9.065,11.45,21.85,15.35,18.03,15.95
AT1G54575,AT1G54575,Unknown,13.33,12.745,3.12,2.66,4.715,7.755
AT1G54630,ACP3,Unknown,160.97,139.545,109.34,110.205,67.61,72.805
AT1G54700,AT1G54700,Unknown,4.53,2.35,3.735,5.045,1.625,2.45
AT1G54780,TLP18.3,Unknown,106.76,101.675,47.86,67.05,54.7,66.525
AT1G54820,AT1G54820,Unknown,10.035,13.395,7.855,14.66,7.065,6.92
AT1G55020,LOX1,Unknown,3.82,6.885,5.29,4.445,8.625,8.16
AT1G55060,UBQ12,Unknown,2.425,2.965,1.79,2.865,0.995,0.58
AT1G55110,IDD7,Unknown,82.805,90.91,53.735,68.35,41.365,54.44
AT1G55152,AT1G55152,Unknown,14.495,7.785,5.85,11.34,2.03,1.31
AT1G55160,AT1G55160,Unknown,56.4,45.97,42.98,46.64,27.59,22.31
AT1G55190,PRA7,Unknown,24.945,17.025,15.365,16.41,7.765,9.625
AT1G55210,AT1G55210,Unknown,138.3,91.205,62.12,57.07,78.555,113.59
AT1G55230,AT1G55230,Unknown,0,0,0,0,0.18,0.035
AT1G55260,LTPG6,AP1,103.385,89.63,40.325,37.19,35.665,39.745
AT1G55325,MAB2,Unknown,3.06,5.505,9.78,7.48,10.22,9.77
AT1G55350,EMB80,Unknown,6.525,10.68,16.095,13.94,21.13,21.71
AT1G55370,NDF5,AG,3.59,5.005,1.8,3.215,8.235,8.045
AT1G55440,AT1G55440,Unknown,0.37,0.365,1.07,0.575,0.115,0.11
AT1G55490,LEN1,Unknown,56.115,61.035,65.62,76.37,128.125,121.845
AT1G55520,TBP2,Unknown,27.885,29.82,21.73,28.025,13.485,16.77
AT1G55540,LNO1,Unknown,8.97,10.37,21.78,13.79,18.825,19.945
AT1G55550,AT1G55550,Unknown,2.88,2.83,2.99,6.76,1.225,1.93
AT1G55560,sks14,Unknown,0.195,0.11,1.04,1.27,0.37,0.725
AT1G55580,SCL18,Unknown,10.785,6.235,29.02,26.585,6.73,13.875
AT1G55600,WRKY10,Unknown,0.175,0,1.115,0.96,0.54,0.555
AT1G55675,AT1G55675,Unknown,10.73,5.62,8.02,10.785,5.9,4.915
AT1G55780,NA,Unknown,0,0,0,0.09,0.08,0.475
AT1G55860,UPL1,Unknown,3.18,6.625,12.525,9.11,12.655,15.31
AT1G55870,ATPARN,Unknown,5.26,4.745,8.815,7.835,10.715,10.61
AT1G55910,ZIP11,Unknown,9.63,7.66,3.585,5.275,4.155,4.77
AT1G55915,AT1G55915,Unknown,2.54,1.945,6.32,4.125,3.925,3.875
AT1G55920,SERAT2;1,Unknown,7.06,3.505,2.35,2.005,6.04,6.175
AT1G55930,AT1G55930,Unknown,1.785,2.72,1.485,3.055,5.02,4.565
AT1G55970,HAG4,Unknown,0.9,1.225,2.85,2.29,4.22,3.515
AT1G55980,AT1G55980,Unknown,1.155,1.895,2.35,2.045,2.57,2.67
AT1G56020,AT1G56020,Unknown,72.83,61.895,113.445,77.285,31.955,36.555
AT1G56050,AT1G56050,Unknown,7.565,5.25,5.14,8.045,11.83,10.51
AT1G56070,LOS1,Unknown,360.805,383.14,606.085,558.535,811.65,701.67
AT1G56080,AT1G56080,Unknown,8.465,4.705,7.74,9.3,5.185,4.115
AT1G56120,AT1G56120,Unknown,1.5,3.88,6,3.93,12.255,15.685
AT1G56130,AT1G56130,Unknown,0.565,1.28,1.39,1.1,1.93,1.98
AT1G56140,AT1G56140,Unknown,1.805,3.635,5.76,4.755,5.01,4.16
AT1G56160,MYB72,Unknown,0,0,0,0,0.095,0.11
AT1G56190,AT1G56190,AG,34.705,38.37,42.005,33.005,69.755,68.915
AT1G56242,NA,Unknown,0.82,0.535,0.41,0.465,1.85,0.715
AT1G56260,TEN1,AP1_AP3,7.105,3.885,3.31,4.7,1.43,1.625
AT1G56330,SAR1B,Unknown,164.97,106.54,65.97,100.115,53.65,64.9
AT1G56450,PBG1,Unknown,184.355,115.56,102.36,172.45,75.225,77.43
AT1G56460,AT1G56460,Unknown,20.115,22.815,12.035,21.33,9.89,12.99
AT1G56550,RGXT3,Unknown,0.305,0.365,0,0.065,0,0
AT1G56580,SVB,Unknown,635.96,549.265,244.23,381.66,137.785,141.73
AT1G56650,SIAA1,Unknown,6.99,12.98,0.075,0.71,0.535,2.16
AT1G56700,AT1G56700,Unknown,64.675,49.505,27.555,43.835,19.225,21.61
AT1G56710,AT1G56710,Unknown,0.215,0,0,0.09,0.235,0.125
AT1G56720,AT1G56720,Unknown,10.4,20.745,7.365,10.245,6.69,10.745
AT1G57620,CYB,Unknown,56.5,28.525,22.07,38.475,11.615,15.345
AT1G57650,AT1G57650,Unknown,0.035,0,0,0.015,0.275,0.13
AT1G57670,AT1G57670,Unknown,0,0,0,0.06,0,0
AT1G57750,MAH1,Unknown,18.625,26.835,2.83,3.245,8.305,12.735
AT1G57770,AT1G57770,Unknown,3.65,4.37,5.65,4.01,12.425,9.045
AT1G57820,VIM1,Unknown,25.065,25.83,86.605,53.32,93.475,73.03
AT1G57860,AT1G57860,Unknown,391.77,208.7,53.65,75.305,266.08,187.515
AT1G57980,AT1G57980,Unknown,0.175,0.615,0.12,0.115,0.15,0.37
AT1G58030,CAT2,Unknown,27.315,41.95,61.415,52.83,39.09,49.605
AT1G58050,AT1G58050,Unknown,0.205,0.38,0.165,0.09,0.54,0.375
AT1G58070,AT1G58070,Unknown,0.38,0.415,1.3,0.66,2.175,1.43
AT1G58110,AT1G58110,Unknown,16.6,14.21,11.48,15.595,7.87,8.785
AT1G58180,BCA6,Unknown,11.945,20.025,11.49,15.005,5.89,7.155
AT1G58220,AT1G58220,Unknown,10.995,14.135,25.295,19.205,14.055,12.895
AT1G58225,AT1G58225,Unknown,2.4,1.87,0.155,0.25,0.465,1.11
AT1G58227,NA,Unknown,0.175,0.87,0.56,0.895,0.965,1.45
AT1G58230,AT1G58230,Unknown,2.975,4.185,5.05,4.74,6.94,7.765
AT1G58235,AT1G58235,Unknown,6.4,4.235,7.44,15.33,3.915,1.95
AT1G58250,SAB,Unknown,2.115,4.02,6.91,5.31,6.925,7.635
AT1G58280,AT1G58280,Unknown,24.615,28.05,10.475,10.495,15.235,13
AT1G58370,RXF12,Unknown,0.14,0.15,0.565,0.46,1.935,0.475
AT1G58380,XW6,Unknown,266.745,243.415,451.48,318.465,592.1,431.235
AT1G58390,AT1G58390,Unknown,0.485,0.97,0,0.025,1.715,1.425
AT1G58400,AT1G58400,Unknown,0.44,0.795,0.065,0.04,0.61,0.3
AT1G58410,AT1G58410,Unknown,0,0.145,0.16,0.36,0.27,0.37
AT1G58460,AT1G58460,Unknown,18.82,19.355,1.925,3.44,5.935,5.115
AT1G58470,RBP1,Unknown,23.49,26.14,25.805,31.545,14.425,14.495
AT1G58520,RXW8,Unknown,11.385,12.655,2.865,3.295,12.79,12.585
AT1G58602,AT1G58602,Unknown,8.985,14.71,1.25,1.145,18.48,15.615
AT1G58807,AT1G58807,Unknown,2.38,5.8,2.775,2.93,6.51,5.09
AT1G58848,AT1G58848,Unknown,3.485,5.94,3.34,3.115,8.545,7.1
AT1G59124,AT1G59124,Unknown,2.23,5.655,2.65,2.835,6.35,5.01
AT1G59218,AT1G59218,Unknown,2.76,5.09,1.33,1.44,4.88,4.07
AT1G59500,GH3.4,Unknown,0.94,0.915,1.625,3.175,0.09,0.455
AT1G59660,AT1G59660,Unknown,4.96,7.02,9.975,7.135,9.755,9.99
AT1G59670,GSTU15,Unknown,0.075,0.125,1.305,1.47,0.49,1.175
AT1G59740,NPF4.3,Unknown,0.485,0.765,0.275,0.14,0.615,0.735
AT1G59760,MTR4,Unknown,6.955,10.6,12.62,13.535,17.1,17.08
AT1G59780,AT1G59780,Unknown,0.025,0.04,1.69,1.475,0.72,1.15
AT1G59820,ALA3,Unknown,3.955,5.875,6.94,7.125,8.54,9.26
AT1G59890,SNL5,Unknown,5.655,8.145,8.19,9.125,11.365,13.125
AT1G59950,AT1G59950,Unknown,4.63,5.935,0,0,0.275,0.335
AT1G59970,AT1G59970,Unknown,8.46,5.905,3.745,3.18,7.145,8.125
AT1G60000,AT1G60000,Unknown,96.795,66.235,39.125,56.06,51.59,52.57
AT1G60010,AT1G60010,Unknown,77.22,56.87,29.495,43.105,23.34,29.6
AT1G60090,BGLU4,Unknown,0.16,0.41,0.14,0.045,0.57,0.54
AT1G60095,AT1G60095,Unknown,0,0.11,0.03,0.02,4.39,1.06
AT1G60110,AT1G60110,Unknown,0.375,0.565,0,0,0.49,0.22
AT1G60190,PUB19,Unknown,2.13,1.995,6.285,4.63,5.24,3.11
AT1G60390,PG1,AG,4.18,3.49,3.275,3.285,12.15,12.275
AT1G60525,NA,Unknown,6.915,4.59,0,0,3.575,3.59
AT1G60530,DRP4A,Unknown,3.375,2.12,0,0,1.785,0.965
AT1G60550,ECHID,Unknown,19.265,22.225,22.545,21.47,43.745,41.225
AT1G60590,AT1G60590,Unknown,4.475,5.375,4.09,10.675,8.785,10.055
AT1G60630,AT1G60630,Unknown,3.695,2.965,5.295,7.74,4.46,6.125
AT1G60690,AT1G60690,Unknown,10.53,9.96,5.245,8.695,9.505,7.52
AT1G60730,AT1G60730,Unknown,9.67,6.63,3.055,2.34,2.54,3.8
AT1G60870,MEE9,Unknown,113.915,80.56,43.25,71.575,42.43,43.585
AT1G60930,RECQL4B,Unknown,0.35,0.39,1.68,1.35,0.95,1.07
AT1G60960,IRT3,Unknown,22.525,16.635,8.35,9.76,12.4,10.795
AT1G60970,AT1G60970,Unknown,0.295,0.23,0.84,0.535,0.04,0.1
AT1G60987,SCRL5,Unknown,0,0,0,0.1,0,0
AT1G60990,AT1G60990,Unknown,4.855,6.705,5.63,5.165,9.715,9.185
AT1G61065,AT1G61065,Unknown,14.745,16.55,11.775,11.105,6.685,7.91
AT1G61110,NAC025,AP3_AG,0,0,0.055,0.075,0.515,0.46
AT1G61120,TPS4,Unknown,0.6,0.43,0.275,0.305,3.965,3.375
AT1G61140,EDA16,Unknown,1.55,3.325,4.075,4.445,6.145,6.41
AT1G61160,AT1G61160,Unknown,0.105,0.95,0,0,0.67,1.455
AT1G61165,AT1G61165,Unknown,0,0,0,0.32,3.325,1.095
AT1G61180,AT1G61180,AP3,3.76,4.29,10.665,17.01,6.725,7.69
AT1G61190,AT1G61190,Unknown,2.675,4.195,16.855,17.965,11.495,14.11
AT1G61215,BRD4,Unknown,2.65,3.435,5.49,4.835,3.515,3.36
AT1G61300,AT1G61300,Unknown,2.42,2.005,9.13,10.925,7.795,8.145
AT1G61310,AT1G61310,Unknown,1.965,3.18,9.1,10.195,5.595,5.945
AT1G61320,AT1G61320,Unknown,0,0,0.09,0.425,0.065,0.1
AT1G61360,AT1G61360,Unknown,1.055,1.325,0.535,0.815,1.965,2.05
AT1G61370,AT1G61370,AP3_AG,0.58,0.74,5.535,3.275,3.33,2.485
AT1G61390,AT1G61390,Unknown,0.055,0,0,0.18,0.29,0.22
AT1G61400,AT1G61400,Unknown,0.395,0.38,1.765,1.515,1.695,1.96
AT1G61420,AT1G61420,Unknown,0.41,0.43,0.945,1.185,1.72,0.925
